Job Title,Salary,Location,Company,Views,Candidates,Job URL,Job Description
TRAINEE (DISPUTE RESOLUTION AND ENERGY LAW TEAMS) (F/M/D),Salary information not available.,Vilnius,Ignitis grupė,No data,No data,https://www.cvbankas.lt/trainee-dispute-resolution-and-energy-law-teams-f-m-d-vilniuje/1-10984320,"Do You want to be part of „Ignitis grupės paslaugų centras“?
We are looking for colleagues to join our Dispute Resolution and Energy Law teams and help us with the litigation proceedings of Ignitis Group’s companies and proper handling of energy law issues.

This is an exciting opportunity to develop legal skills, capabilities and expertise needed to qualify as a trainee lawyer in the energy sector. As a trainee lawyer, you will work in an interesting and fast-paced area and support Ignitis Group’s legal team:

assist in providing effective and efficient legal services in the area of energy law;
provide legal advice and litigation support under supervision and guidance of experienced lawyers;
build and maintain effective relationships with fellow lawyers and internal clients to understand arising issues and provide effective responses.

If you enjoy problem solving, feel passionate about work that requires great attention to detail, like challenges and innovation, and law in general is your passion, then this is the place for you!
We expect that You:
Have a university degree in law or last years student;
Interest in Energy sector, sustainability initiatives, participation in a moot court competition would be considered as an advantage;
Take initiative, are motivated, independent and result-oriented;
Have good English and excellent Lithuanian language skills (oral and written);
Have excellent MS Office skills.
As part of our team You:
Will contribute towards creating an Energy Smart world;
Will experience modern technologies and equipment, learn of various fields;
Will not only be able to participate in changes, but also initiate them on yourself;
Will learn from the professionals in your field, participate in the training programmes and grow together.

As we pursue our strategic goals to increase gender balance in Ignitis Group, we are indicating “f/m/d” next to job titles, meaning we welcome candidates of all genders – female, male or diverse.


Ignitis Group received an international Top Employer 2023 Lithuania certificate. The certificate is awarded to companies for excellent people practices as well as ensuring good conditions for work and growth.

Ignitis Group ensures equal opportunities. We welcome all applicants and do not discriminate against race, religion, gender, sexual orientation or gender identity, age, disability or other personal traits unrelated to work obligations."
TEISININKAS (-Ė) (Terminuota darbo sutartis),2590-3880 €/mėn.,Vilnius,UAB „Vilniaus vandenys“,634,29,https://www.cvbankas.lt/teisininkas-e-terminuota-darbo-sutartis-vilniuje/1-9912625,"Jums patikėsime
korporatyvinių klausimų organizavimą ir sprendimų priėmimą;
teisinių klausimų sprendimą darbo teisės, turto nuomos, pardavimo srityse;
Bendrovės teisės aktų ir kitų vidinių dokumentų rengimą;
teismo procesinių dokumentų rengimą ir Bendrovės atstovavimą teismuose;
prašymų, pretenzijų, raginimų ir kitų raštų bei atsakymų į raštus rengimą;
Bendrovės interesų atstovavimą valstybinės ir vietos valdžios institucijose bei santykiuose su trečiaisiais asmenimis;
teisinių išvadų ir rekomendacijų teikimą aktualiais veiklos klausimais;
Bendrovės veiklos teisėtumo, įstatymų, kitų teisės aktų reikalavimų įgyvendinimą;
Bendrovės darbuotojų konsultavimą teisiniais klausimais.
Mes tikimės, kad Jūs
turite teisinio darbo patirties – ne mažiau 2 metai;
turite aukštąjį universitetinį teisinį išsilavinimą;
išmanote LR įstatymus ir kitus teisės aktus, reglamentuojančius bendrovės veiklą išvardintose atsakomybės srityse ir gebate juos taikyti praktikoje;
mokate apibendrinti informaciją ir rengti išvadas, aiškiai ir tiksliai jas pateikti raštu ir žodžiu;
gebate savarankiškai planuoti ir organizuoti savo darbą, teikti pasiūlymus bei priimti sprendimus;
esate dalykiškas (-a), korektiškas (-a), dirbdamas (-a) vadovaujatės aukščiausiais veiklos ir etikos standartais;
turite puikius darbo kompiuteriu įgūdžius.
Mes siūlome
atsakingą poziciją didžiausioje Lietuvoje vandentvarkos bendrovėje;
gilias įmonės tradicijas: vasaros šventes, baidarių žygius, dalyvavimą sporto renginiuose;
papildomas apmokamas atostogų dienas;
sveikatos draudimą;
vidinius bei išorinius mokymus;
hibridinį darbo modelį.
Atlyginimas
2590-3880 €/mėn. neatskaičius mokesčių
Papildoma kintama metinė atlygio dalis, priklausanti nuo individualių rezultatų."
Head of Legal,4500-5500 €/mon.,Vilnius,UAB „GetJet Airlines“,No data,No data,https://www.cvbankas.lt/head-of-legal-vilniuje/1-10981254,"GetJet Airlines is a Lithuanian airline company, providing ACMI and charter services since 2016. GetJet Airlines operates a fleet consisting of Airbus A320 and Boeing 737 NG type aircraft. The company provides wet lease and charter services worldwide to airlines and tour operators, including Wizz Air, Corendon Airlines, Transavia, Norwegian, LOT, Tez Tour and others.

Are you curious to see what aviation business looks like from inside? Join the adventure with us!

Your responsibilities will include:

Contract Management: Oversee contract system management, including endorsement and approval flows, and take ownership of the contracts database. Lead the preparation, revision, and coordination of various contracts, engaging in thorough reviews and negotiations on contract conditions.
GDPR Compliance: Lead consultations on the application of data protection legislation, ensuring our practices align with the highest standards of data security and privacy.
Legal Framework Development: Shape and refine the legal framework of the organization. Lead the development of group-wide policies, and guidelines, ensuring alignment with industry best practices.
Leading the team: Provide direction and mentorship to the legal team, fostering a collaborative and high-performance culture. Oversee day-to-day activities and workload distribution.
Colleague Advisory: Offer expert advice to colleagues on legal issues pertaining to the Company's operations, fostering a culture of legal awareness and compliance.
Legal Analysis and Consulting: Conduct in-depth analysis of legal acts, preparing comprehensive legal conclusions on activities carried out by the group of companies. Provide legal consultation to department heads and top management, contributing to informed decision-making.
Corporate Document Coordination: Take charge of the preparation, review, and coordination of corporate and operational documents, ensuring clarity and alignment with legal standards.

We expect you to:

Possess a Law degree with a minimum of 5 years of professional experience as a legal officer.
Demonstrate strong knowledge and work experience with GDPR, showcasing your ability to navigate complex data protection regulations.
Possess a solid understanding of the provisions and principles of labor relations, Code of Civil Procedure, demonstrating a comprehensive grasp of relevant legal frameworks.
Exhibit fluency in English, both written and spoken, to effectively communicate across diverse stakeholders.
Showcase excellent communication and collaboration skills, enabling you to convey complex legal topics to various stakeholders with clarity.
Be a proactive, independent, and result-oriented professional, ready to lead and drive legal initiatives within the organization.
Have experience in aviation or transport industry (strong advantage).

We offer:

Exciting challenges and opportunity to grow in ever-changing, dynamic aviation industry;
Financial support for family occasions or emergencies;
Additional day off during the birthday month;
Ability to travel to our destinations for minimal cost;
Additional benefits package: various partners discounts and offers, health insurance, team buildings, games, food treats, other fun activities in the office.



Sounds interesting? Let’s talk!
Salary
4500-5500 €/mon. gross"
TEISININKAS (-Ė) KAUNE,2500-4200 €/mėn.,"Kaunas, Jonava, Birštonas",ADAMPOLIS GROUP,1072,39,https://www.cvbankas.lt/teisininkas-e-kaune-kaune/1-11068229,"Jūsų kasdienės užduotys:
Sutarčių, raštų, vidaus dokumentų rengimas/ peržiūra/ derinimas/ vertinimas.
Įmonių grupės darbuotojų konsultavimas įvairiais teisės (civilinės, darbo ir kt.) klausimais.
Teisinių dokumentų ruošimas (raštai, pretenzijos, skundai, ieškiniai, atsiliepimai, kt.).
Įmonės grupės vidinių dokumentų ruošimas, užtikrinant jų atitiktį taikytiniems teisės aktams.
Teisinės rizikos vertinimas, išvadų, siūlymų rengimas.
Įmonės interesų atstovavimas teismuose, darbo ginčų komisijose, valstybės ir vietinės valdžios institucijose bei santykiuose su trečiosiomis šalimis.
Kitų įmonės veikloje kylančių teisinių klausimų sprendimas.
Reikalavimai:
Aukštasis teisinis išsilavinimas.
>2 metų darbo patirtis teisininko pozicijoje. Privalumas – darbas įmonių grupėje.
Gerai išmanyti darbo teisės, civilinį, administracinį ir baudžiamąjį procesus.
Gebėjimas bendrauti raštu ir žodžių anglų k.
Išmanyti raštvedybos ir lietuvių k. reikalavimus.
Proaktyvumas, iniciatyvumas ir atsakingas požiūris į atliekamą darbą.
Mes Jums siūlome:
Galimybę prisidėti prie verslo vystymo ir plėtros.
Draugišką atmosferą darbe ir profesionalų kolektyvą.
Patirtį sėkmingai augančioje ir tarptautinėje įmonių grupėje.
Mokymus suteikiant galimybes tobulėti individualiai ir profesinėje srityje.
Darbo grafiką pirmadienį-ketvirtadienį 8.00-17.00 val., penktadienį 8.00-16.00 val.
Sveikatos bei NA draudimą ir kitas Adampolis Group darbuotojams skirtas papildomas naudas.
Dalyvauti įmonės renginiuose, šventėse ir kartu kurti vidinę kultūrą.

Susisieksime tik su atrinktais ir reikalavimus atitinkančiais kandidatais. Konfidencialumas garantuojamas.
Atlyginimas
2500-4200 €/mėn. neatskaičius mokesčių
Darbo užmokestis priklauso nuo gebėjimų, patirties bei atsakomybių ir aptariamas darbo pokalbio metu."
Juristas (-ė) (terminuota darbo sutartis),2400-2800 €/mėn.,Vilnius,AB ORLEN Baltics Retail,630,20,https://www.cvbankas.lt/juristas-e-terminuota-darbo-sutartis-vilniuje/1-11067987,"Darbo pobūdis:
sutarčių ir kitų dokumentų, raštų rengimas, derinimas, teisinis vertinimas ir su tuo susijusių konsultacijų teikimas;
Bendrovės vidaus dokumentų rengimas užtikrinant jų atitiktį taikytiniems teisės aktams bei bendrovėje galiojančioms tvarkoms;
pagalba rengiant bendrovės valdymo organų sprendimų projektus;
procesinių dokumentų rengimas ir bendrovės atstovavimas teismuose;
Bendrovės atstovavimas įvairiose institucijose bei santykiuose su klientais, partneriai, kitais trečiaisiais asmenimis;
darbuotojų konsultavimas įvairiais teisiniais klausimais, teisinių išvadų rengimas;
kitų bendrovės veikloje kylančių teisinių klausimų sprendimas.
Reikalavimai darbuotojui:
aukštasis teisinis išsilavinimas;
ne mažiau kaip 2 metų teisinio darbo patirtis verslo srityje;
geri darbo kompiuteriu įgūdžiai;
geri anglų kalbos įgūdžiai profesinėje veikloje (žodžiu ir raštu). Lenkų kalbos žinios vertinamos kaip privalumas;
LR įstatymų ir kitų teisės aktų, reglamentuojančių bendrovių veiklą, darbo teisinius santykius, išmanymas ir gebėjimas juos taikyti praktikoje;
atsakingumas, pareigingumas, atidumas, gebėjimas savarankiškai planuoti ir organizuoti savo darbą.
Siūlome:
darbą pagal terminuotą darbo sutartį;
profesinio ir asmeninio tobulėjimo galimybes;
stabilų, konkurencingą, kompetenciją atitinkantį darbo užmokestį;
galimybę realizuoti savo žinias, patirtį ir idėjas.
Darbo ir laisvalaikio balansas
Galimybė dirbti nuotoliniu būdu
Sveikatingumas
Sveikatos draudimas
Transportas
Nemokamas automobilio parkingas
Atlyginimas
2400-2800 €/mėn. neatskaičius mokesčių
Konkretus darbo užmokestis priklausys nuo Jūsų darbo patirties ir kompetencijos."
Teisininkas (-ė),1200-1500 €/mėn.,Vilnius,UAB „Nomera“,851,32,https://www.cvbankas.lt/teisininkas-e-vilniuje/1-11067605,"Darbo pobūdis
Teisinė pagalba projektų komandoms – konsultavimas, rizikų identifikavimas ir valdymas, raštų rengimas
Sutarčių (rangos, paslaugų ir kt.) rengimas, derinimas
Dokumentų ruošimas viešiesiems pirkimams, teisinė analizė, klausimų bei pretenzijų ruošimas, ir teikimas
Įmonės veiklos atitikties darbo teisės reikalavimams užtikrinimas rengiant bazinių dokumentų formas ir konsultuojant kolegas darbo teisės klausimais
Reikalavimai darbuotojui
Sėkminga patirtis statybų teisės srityje (privalumas)
Aukštasis teisinis išsilavinimas
Gebėjimas planuoti laiką ir puikūs organizaciniai bei bendradarbiavimo įgūdžiai.
Stiprūs dokumentų rengimo įgūdžiai
Geri analitiniai bei teisinio argumentavimo įgūdžiai
Įmonė siūlo
Sveikatingumas
Sveikatos draudimas
Kiti privalumai
Telefonas asmeniniam naudojimui Kompiuteris asmeniniam naudojimui
Mes siūlome
Galimybę dalį laiko dirbti nuotoliniu būdu
Konkurencingą darbo užmokestį
Kurą darbo reikmėms, kompiuterį, telefoną
Sveikatos draudimą 4500 Eur/metus sumai
Veiklią, draugišką ir padedančią komandą
Atlyginimas
1200-1500 €/mėn. į rankas"
Modus Mobility Lawyer,2300-2900 €/mon.,Vilnius,Modus Group,No data,No data,https://www.cvbankas.lt/modus-mobility-lawyer-vilniuje/1-11067963,"About the role:
Modus Mobility strives to provide smart mobility solutions to increasingly faster-living society and cities moving towards greener future needs. Moreover, the company seeks to reimagine the perception of mobility across Europe. Modus Mobility unites three strong mobility brands: CityBee – one of the largest car sharing providers in Europe, MyBee – the only fully digital car subscription provider, and Mobility Fleet Solutions – a fleet management company of the above brands. Together these brands form an ecosystem that gives each of the brands unparalleled advantage and a smooth experience for customers.
If you are eager to change people's attitude towards owning a car and create a sustainable and innovative mobility future – join us.

At the moment, we are looking for a Lawyer to join Modus Mobility Legal department to provide and ensure legal support to Modus Mobility companies (MyBee, CityBee; countries – LT, LV, EE).
Your responsibilities will include:
Ensure legal support to day-to-day business operations and ensure that our companies comply with laws and guidelines related to our businesses;
Examine and prepare responses to customers and partners’ claims, as well as help our colleagues to manage problematic situations with customers or partners;  
Negotiate, draft and review various commercial agreements with our partners;
Contribute to the companies’ most significant projects by assessing legal risks and consulting colleagues on relevant legal issues and how to overcome them;
Establish and maintain internal processes and procedures;
Provide legal advice and guidance on marketing, consumer, commercial law and regulatory matters.
Requirements:
Have an experience in legal advisory or as an in-house lawyer (experience in handling customer complaints would be an advantage);
Have Master degree in Law and an excellent legal knowledge in general corporate and commercial law;
Be comfortable with IT-related aspects;
Have desire to work in a fast-paced, demanding environment;
Be able to work independently with minimal instructions given on new project or assignments, with orientation to the results and great attention to details, however know what team player is;
Be fluent in Lithuanian and English both spoken and written;
Truly think outside the box, be closing involved in business aspects and find innovative methods and solutions.
Benefits:
Private health insurance, possibility to have 3rd pillar pension fund after one year of employment;
A network for sharing knowledge and best practices among colleagues and experts from different sectors and countries are always hand-reachable;
Career opportunities within the businesses of Modus Group;
Possibility to work both –  from home and from the newly equipped modern office;
Little nice-to-have's: dog-friendly office, smart and cake-loving colleagues, snacks in the kitchen, regular company events;
Friendly and supportive colleagues;
And most important – freedom to think outside the box, create and implement your ideas.
Health
Health insurance
Office
Game consoles Free snacks Bicycle storage Shower
Transport
Free parking
Other
Phone for personal usage Computer for personal usage
Salary
2300-2900 €/mon. gross"
VYR. TEISININKAS (-Ė),2200-2600 €/mėn.,Kaunas,UAB „PERSONALO SPRENDIMAI“,924,22,https://www.cvbankas.lt/vyr-teisininkas-e-kaune/1-11064509,"PRISIJUNGĘS (-USI) PRIE KOMANDOS, JŪS BŪSITE ATSAKINGAS (-A) UŽ:
įmonės sutartinių ir kitų įsipareigojimų įgyvendinimo priežiūrą ir kontrolę, rangos, subrangos, paslaugų, pirkimo – pardavimo ir kitų sutarčių rengimą bei teisinės rizikos vertinimą;
konsultacijų bei išvadų teikimą sutarčių, kitų teisinių dokumentų projektų rengimo klausimais;
įmonės vidaus dokumentų (tvarkų, raštų, politikos ir kt.) bei procesinių dokumentų rengimą;
bendrovės vadovų konsultavimą viešųjų pirkimų ir komercinės teisės klausimais.
REIKALAVIMAI:
esate įgijęs (-usi) aukštąjį universitetinį teisinį išsilavinimą;
turite bent 3 metų teisinio darbo patirties komercijos ir viešųjų pirkimų srityse;
turite labai gerus kompiuterinio raštingumo įgūdžius (MS Office);
gebate sklandžiai bendrauti anglų kalba;
turite stiprų loginį mąstymą bei pasižymite greita orientacija;
gebate dirbti tiek savarankiškai, tiek komandoje.
ĮMONĖ SIŪLO:
įdomų ir atsakingą darbą profesionalų komandoje;
sprendimų laisvę ir visas sąlygas tikslams siekti;
profesinio tobulėjimo galimybes.
Atlyginimas
2200-2600 €/mėn. į rankas"
Teisininkas (-ė),3300-4000 €/mėn.,Vilnius,UAB „Elektrum Lietuva“,638,20,https://www.cvbankas.lt/teisininkas-e-vilniuje/1-10972132,"Įdarbink savo energiją!
Kuriame saugesnę, patogesnę kasdienybę bei žalesnę ateitį visai šaliai ir kiekvienai šeimai. Prisijunk prie didelės komandos, alsuojančios startuolio dvasia.

Jei Tu esi veržlus, ambicingas, smalsus ir kūrybingas. Nori siekti prasmingų tikslų, didžiuotis savo darbu ir būti svarbių pokyčių smaigalyje. Jei Tau svarbu turėti sprendimų laisvę ir jausti komandos palaikymą. Įdarbink savo energiją!

Tau patikėsime:
Įvairių sutarčių ir vidaus dokumentų rengimą, derinimą, koregavimą;
Dalyvavimą kuriant naujus produktus: rizikų vertinimą, pasiūlymų teikimą ir sutarčių rengimą;
Bendrovės interesų atstovavimą santykiuose su klientais, partneriais, valstybės institucijomis ir teismuose;
Dalyvavimą teisėkūros procesuose ir atitikties užtikrinimą bendrovėje, atsižvelgiant į aktualų teisinį reguliavimą;
Darbuotojų konsultavimą įvairiais teisiniais klausimais.
Norėtume, kad Tu:
Turėtum aukštąjį išsilavinimą teisės srityje;
Turėtum bent 4 metų patirtį komercinės teisės srityje. Patirtis statybos rangos, ginčų, energetikos srityse – privalumas;
Gerai mokėtum anglų kalbą žodžiu ir raštu;
Sklandžiai reikštum mintis žodžiu ir raštu, pasižymėtum loginiu bei analitiniu mąstymu;
Gebėtum operatyviai ir argumentuotai identifikuoti rizikas, teikti pasiūlymus bei priimti sprendimus;
Būtum organizuotas (a), savarankiškas (a), orientuotas (a) į rezultatus.
Tau siūlome:
Prasmingą darbą – kasdien kurti tvaresnę, žalesnę, gražesnę ateitį visai šaliai ir kiekvienai šeimai;
Erdvę saviraiškai, pozityvioms ambicijoms, neribotas augimo galimybes ir palaikančią komandą;
Hibridinį darbo modelį;
Metinius priedus už pasiektus rezultatus;
Sveikatos draudimą;
Papildomą laisvadienį gimimo dienos proga ir begalę įvairių renginių!
Mes esame:
With Heart - atviri, empatiški, pozityvūs;
With Mind - ieškantys, atsakingi bei tobulėjantys;
With Energy - aistringi, greiti ir pozityviai įžūlūs ;
With Future Outlook - ambicingi, atkaklūs, galvojantys apie ilgalaikę perspektyvą.

Jei atpažįsti čia save, ateik pas mus ir įdarbink savo energiją!

Informuosime tik atrinktus kandidatus. Konfidencialumą garantuojame.
Įmonė siūlo
Darbo ir laisvalaikio balansas
Galimybė dirbti nuotoliniu būdu Papildomos apmokamos atostogos
Sveikatingumas
Sveikatos draudimas
Biuras
Nemokami užkandžiai Dviračių saugykla Draugiškas augintiniams
Kiti privalumai
Mokymų krepšelis
Atlyginimas
3300-4000 €/mėn. neatskaičius mokesčių"
Vyr. Teisininkas (Senior Lawyer),2700-3300 €/mėn.,Vilnius,UAB Sutelktinio finansavimo platforma „Profitus“,433,4,https://www.cvbankas.lt/vyr-teisininkas-senior-lawyer-vilniuje/1-11063353,"TAVO NAUJAS IŠŠŪKIS:
Aktyviai dalyvauti kreditavimo veikloje rengiant bei tobulinant kreditavimo sutartis ir (ar) kitus dokumentus,
Įsitraukti į investuotojams skirtų produktų vystymą, rengti investuotojams skirtus dokumentus, vykdyti skundų nagrinėjimą;
Kurti atitikties kultūrą Profitus, rengti bei vystyti politikas bei kitus vidaus dokumentus, siekiant stiprinti vidaus kontrolę;
Įsitraukti į pinigų plovimo prevencijos srities nuolatinį vystymą, dalyvauti kuriant šios srities vidinę dokumentaciją;
Prisidėti prie Profitus geografinės plėtros planų;
Nuolat konsultuoti kolegas Profitus veiklos klausimais;
Būti aktyviam kitose Profitus veiklos srityse.
MES TIKIMĖS, KAD TU:
Esi įgijęs (-usi) aukštąjį̨ universitetinį išsilavinimą teisės srityje, turintis (-i) bent 5 metų teisininko darbo patirtį,
Turintis (-i) patirties dirbant su kreditavimu ir hipotekos sandoriais,
Turintis (-i) patirties finansų rinkos reguliavimo bei skolinimo paslaugų teikimo srityje,
Didžiuojiesi geromis anglų kalbos žiniomis raštu ir žodžiu,
Gebanti (-i) dirbti savarankiškai,
Turintis(-i) analitinio mąstymo gebėjimus,
Strateginio teisinio mąstymo žmogus,
Orientuota į rezultatą̨ asmenybė,
Iniciatyvi ir atvira naujovėms asmenybė,
Pasiruošęs (-usi) ir pasiryžęs (-usi) drąsiai pasitikti pokyčius.
DŽIAUGSIMĖS, JEI TU:
Turi panašaus darbo patirties darbo finansų įstaigoje,
Esi dirbęs (-usi) su skaitmeniniais produktais finansų sektoriuje,
Turi patirties atitikties bei pinigų plovimo prevencijos srityje.
MES TAU PAŽADAME:
Didelį greitį, ambicijas ir džiaugsmą už bendrus rezultatus;
Galimybes augti ir tobulėti jaunoje ir veržlioje komandoje;
Sėkmės ištroškusius kolegas, degančiomis akimis ir visa širdimi tikinčius tuo, ką daro.


Sudomino? Nieko nelauk. Tapk vienu iš komandos narių, kuris turės galimybę tiesiogiai prisidėti prie reikšmingų pokyčių įmonei spačiai augant.
PAPILDOMOS NAUDOS
Darbo ir laisvalaikio balansas
Lankstus darbo grafikas
Biuras
Nemokami užkandžiai
Transportas
Nemokamas automobilio parkingas
Atlyginimas
2700-3300 €/mėn. neatskaičius mokesčių
Atlyginimas priklauso nuo turimos patirties bei kompetencijų."
Jaunesnysis (-ioji) teisininkas (-ė),1650-1950 €/mėn.,Vilnius,"Aljansas AIBĖ, UAB",829,27,https://www.cvbankas.lt/jaunesnysis-ioji-teisininkas-e-vilniuje/1-11060939,"Darbo pobūdis
Profesionali darbuotojų komanda, dirbanti tik pagal aukščiausios darbo atlikimo kokybės principus, šiuo metu kviečia prisijungti naują kolegę (-ą) darbui su reklaminiais leidiniais.

Jeigu Tau įdomu:

sutarčių ir kitų įmonės dokumentų rengimas, analizė, koregavimas, atitikties teisės aktams vertinimas;
teisinių dokumentų (raštų, pretenzijų ir kt.) rengimas ir derinimas;
teisinių konsultacijų įmonės viduje teikimas;
su įmonės veikla ir sudaromais sandoriais susijusios teisinės rizikos vertinimas;
vykdomos veiklos atitikties teisės aktams užtikrinimas;
pagalba teisininkui rengiant bei periodiškai koreguojant standartines įmonės sutartis bei kitus dokumentus;
pagalba rengiant personalo dokumentus;
kitų teisinių užduočių atlikimas.

Mums Tavęs reikia!
Reikalavimai darbuotojui
aukštasis teisinis išsilavinimas ir 1+ metų teisinio darbo patirtis;
privalumas: komercinės teisės specializacija;
civilinės, įmonių teisės išmanymas;
geri anglų kalbos įgūdžiai raštu ir žodžiu;
gebėjimas analizuoti ir sisteminti informaciją, teikti išvadas bei jas argumentuoti;
komunikabilumas, gebėjimas greitai reaguoti į kylančias problemas bei pasiūlyti alternatyvius sprendimus;
savarankiškumas, organizuotumas, kruopštumas, atidumas, atsakingumas.
Pasirinkusi (-ęs) mus rasi:
darbą besiplečiančioje kompanijoje;
patrauklų darbo atlygį;
jaunatvišką ir darnų kolektyvą;
atsakingą, įdomų ir dinamišką darbą profesionalų komandoje;
papildomą apmokamą dieną gimtadienio proga;
dovanas darbuotojams įvairiomis progomis pagal įmonės papildomų naudų tvarką;
lankstų darbo grafiką;
galimybę dalį laiko dirbti iš namų;
nemokamą parkavimo vietą automobiliui;
vidinius ir išorinius mokymus;
nesibaigiančias saldumynų ir ledų atsargas virtuvėlėje;
komandinius susibūrimus įvairiomis progomis ir kt. naudas.
Įmonė siūlo
Darbo ir laisvalaikio balansas
Lankstus darbo grafikas Galimybė dirbti nuotoliniu būdu
Transportas
Nemokamas automobilio parkingas
Atlyginimas
1650-1950 €/mėn. neatskaičius mokesčių"
ADVOKATO PADĖJĖJAS (-A) - TEISININKAS (-Ė),1800-3000 €/mėn.,Vilnius,UAB „Advantus“,1159,36,https://www.cvbankas.lt/advokato-padejejas-a-teisininkas-e-vilniuje/1-11061193,"Apie:
Mūsų klientė - advokatų kontora, teikianti teisines konsultacijas nekilnojamo turto sektoriuje, prie savo komandos kviečia prisijungti žingeidų (-ią) advokato padėjėją.

Darbo pobūdis:

Sutarčių, procesinių dokumentų ir kitų teisinių dokumentų rengimas;
Turto teisinių patikrinimų rengimas ir turto plėtos galimybių analizė, plėtros planų rengimas;
Kitos teisinės informacijos rinkimas ir sisteminimas;
Atstovavimas teismuose;
Ekstrinių situacijų sprendimas komandoje, teisiniu keliu.
Reikalavimai:
Aukštasis universitetinis išsilavinimas teisės srityje;
Iniciatyvumas, greita orientacija, įžvalgumas;
Patirtis dirbant su teisiniais klausimais;
Darbo patirtis nekilnojamo turto sferoje – didelis privalumas;
Puikios lietuvių ir anglų kalbos žinios – būtinybė, rusų kalbos žinios – privalumas.
Įmonė siūlo:
Darnų kolektyvą ir jaukią atmosferą darbe;
Galimybę mokytis ir įgyti žinių iš savo srities profesionalų;
Motyvacinę sistemą ir priedus nuo rezultatų;
Karjeros augimo galimybes ir mokymus.
Atlyginimas
1800-3000 €/mėn. į rankas"
SENIOR LAWYER,3100-3699 €/mon.,Vilnius,UAB „EBV Finance“,No data,No data,https://www.cvbankas.lt/senior-lawyer-vilniuje/1-11060747,"GET READY TO
Supervise Legal Unit operations, provide legal counseling and support
Provide accurate, relevant, and timely advice on a variety of legal topics that relate to the business sector and their products or services
Communicate with the tax authorities of the EU in the field of VAT and Excise duty refund
Draft, review, and negotiate various contracts and agreements
Prepare documents and correspondence and participate in private and public law proceedings (including, but not limited to preparation of notices, claims, answers to requests, internal company procedures, etc.)
Stay up to date with changes to EU and foreign legislation, particularly about laws, rules, and regulations that directly affect the business and specific industry
Take charge of legal issues across all relevant jurisdictions where EBV Finance operates (including, but not limited corporate issues)
Consult and legal advice regarding the company’s processes, corporate law, labor law, and other procedures
Prepare company internal documents (policies, rules, minutes, decisions, etc.)
Work together with other Departments on a wide array of legal issues arising from EBV Finance operations, not strictly limited to your area of core expertise
Communicate and represent the company with third parties
Collaborate with external counsels
Lead consultations on the application of data protection legislation, ensuring our practices align with the highest standards of data security and privacy
WE EXPECT YOU TO HAVE
Master of Laws degree
At least 4 years of work experience in the field of law
Excellent command of English and Lithuanian languages – both written and spoken
Knowledge and understanding of the industry’s regulations and best practices (especially EU legislation concerning VAT and Excise duty refund)
Understanding of the provisions and principles of labor and corporate relations, Code of Civil Procedure, demonstrating a comprehensive grasp of relevant legal frameworks
Work experience with GDPR, showcasing your ability to navigate complex data protection regulations.
Experience in supervising a team
Good command of GDPR requirements would be considered as a great advantage
Ability to conduct legal research work of varying complexity
Ability to analyze and interpret law and legal issues
Ability to manage, accumulate, systematize, summarize information, and draw conclusions based on it
Accurateness, attention to detail, and ability to meet agreed deadlines
TALKING ABOUT SALARY AND BENEFITS
Salary range 3100-3700 EUR gross (depending on your experience and seniority), and yearly bonus
Training budget. Your development is essential – have an opportunity to choose what to learn
Health insurance. Healthy employee = Happy employee = Happy employer
Get fun. We encourage our teams to connect and celebrate their success
Flexibility. Choose your working hours and the place. Loyalty brings you some extra vacation days
Workation. Work anywhere up to one month per year
Let‘s grow. Join initiatives, pitch your ideas, and develop your strengths
Common perks. Great office location, unlimited coffee, fresh fruits, volunteering activities, brunches – we all do that!
Company offers
Work life balance
Flexible work hours Remote work possibility Extra paid vacation
Health
Health insurance
Office
Free snacks
Salary
3100-3699 €/mon. gross"
